height,weight,collage,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury,total_years
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",62.0,9.0,842.0,13.3,5.7,18.7,12.3,43.0,144.0,187.0,305.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",68.0,14.0,871.0,11.8,7.7,11.8,9.7,58.0,86.0,144.0,259.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",52.0,6.0,766.0,12.1,7.1,11.3,9.1,47.0,71.0,118.0,188.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",1.0,0.0,14.0,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"(-1, 5]",3,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",81.0,60.0,2286.0,13.9,7.8,32.0,19.5,172.0,657.0,829.0,919.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",74.0,73.0,2132.0,16.3,7.5,25.8,16.3,151.0,485.0,636.0,975.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",22.0,2.0,179.0,13.0,3.4,12.6,8.1,5.0,20.0,25.0,36.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",4.0,0.0,28.0,11.4,8.2,3.9,6.0,2.0,1.0,3.0,7.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",21.0,0.0,120.0,6.6,1.9,17.6,9.7,2.0,18.0,20.0,18.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",55.0,9.0,647.0,12.3,3.1,19.3,11.2,18.0,114.0,132.0,208.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",24.0,8.0,518.0,12.8,6.4,14.1,10.2,30.0,66.0,96.0,203.0,"(-1, 5]",2,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,0.0,91.0,4.8,0.0,10.2,5.1,0.0,8.0,8.0,26.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",2.0,0.0,4.0,-19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",8.0,0.0,72.0,11.9,7.2,5.0,6.1,4.0,3.0,7.0,26.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",41.0,14.0,712.0,14.6,9.3,12.7,11.0,57.0,77.0,134.0,219.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",64.0,7.0,1177.0,13.6,6.5,17.0,11.8,71.0,191.0,262.0,442.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",14.0,0.0,84.0,1.7,4.1,12.5,8.2,3.0,9.0,12.0,20.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",5.0,0.0,35.0,6.9,0.0,3.2,1.6,0.0,1.0,1.0,13.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",3.0,0.0,31.0,4.9,7.1,10.7,8.9,2.0,3.0,5.0,12.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",9.0,0.0,142.0,7.6,0.0,11.5,5.6,0.0,14.0,14.0,42.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,4.0,657.0,12.1,2.0,9.7,6.0,12.0,61.0,73.0,254.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",53.0,5.0,773.0,9.4,1.7,10.5,6.2,12.0,78.0,90.0,239.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",82.0,4.0,1639.0,12.7,1.8,13.1,7.4,27.0,198.0,225.0,629.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",78.0,8.0,2232.0,8.4,4.2,15.8,10.2,81.0,322.0,403.0,502.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",18.0,15.0,625.0,8.2,4.0,12.7,8.3,23.0,71.0,94.0,196.0,"(-1, 5]",3,"(-1, 2]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",62.0,27.0,1103.0,14.8,11.8,26.1,18.7,125.0,257.0,382.0,426.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",32.0,3.0,547.0,15.9,12.9,22.7,17.7,65.0,110.0,175.0,263.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",20.0,19.0,584.0,21.1,12.3,27.1,19.7,65.0,142.0,207.0,304.0,"(-1, 5]",3,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",52.0,15.0,1319.0,10.8,5.0,11.3,8.0,64.0,131.0,195.0,476.0,"(-1, 5]",3,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",37.0,1.0,235.0,10.6,7.5,12.3,9.9,16.0,26.0,42.0,89.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",49.0,0.0,505.0,11.5,3.2,14.1,8.7,15.0,67.0,82.0,206.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",1.0,0.0,6.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",7.0,0.0,58.0,4.8,2.0,10.0,6.0,1.0,5.0,6.0,9.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",82.0,82.0,2627.0,22.5,10.2,27.5,19.0,229.0,629.0,858.0,1503.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",82.0,82.0,3030.0,26.0,11.2,27.8,19.4,296.0,711.0,1007.0,2061.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",64.0,39.0,1534.0,16.6,7.9,16.4,12.2,104.0,223.0,327.0,507.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",58.0,57.0,1810.0,16.4,4.3,17.1,11.1,63.0,283.0,346.0,689.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",66.0,65.0,1923.0,19.4,4.6,18.9,12.1,76.0,336.0,412.0,844.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",64.0,64.0,2033.0,22.0,4.8,20.6,12.9,85.0,376.0,461.0,1057.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",72.0,72.0,2380.0,26.0,4.7,18.4,11.8,95.0,398.0,493.0,1523.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",74.0,74.0,2474.0,27.5,3.7,15.7,9.8,80.0,350.0,430.0,1888.0,"(-1, 5]",3,"(5, 8]"
"(167, 179]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",42.0,0.0,386.0,11.2,0.9,10.5,5.9,3.0,38.0,41.0,166.0,"(-1, 5]",2,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",5.0,0.0,27.0,-4.8,0.0,4.2,2.1,0.0,1.0,1.0,6.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",79.0,50.0,1559.0,7.7,1.9,11.2,6.6,25.0,151.0,176.0,347.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",82.0,82.0,1461.0,9.0,1.6,10.1,5.9,19.0,129.0,148.0,359.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",5.0,1.0,94.0,4.8,6.0,7.6,6.8,5.0,6.0,11.0,21.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",74.0,23.0,1408.0,6.7,1.3,8.8,5.0,16.0,104.0,120.0,311.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",6.0,0.0,55.0,9.9,0.0,6.4,3.1,0.0,3.0,3.0,12.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",9.0,7.0,231.0,19.8,5.7,14.2,9.9,12.0,29.0,41.0,125.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",3.0,0.0,18.0,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",70.0,9.0,1400.0,15.2,11.0,18.8,14.8,140.0,225.0,365.0,607.0,"(-1, 5]",3,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",64.0,13.0,1423.0,15.9,7.0,16.5,11.7,92.0,211.0,303.0,656.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",69.0,8.0,1395.0,16.3,5.4,16.2,10.7,72.0,209.0,281.0,687.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",75.0,6.0,1538.0,15.2,5.3,20.7,13.0,72.0,288.0,360.0,678.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",63.0,9.0,671.0,8.2,4.1,18.4,11.1,25.0,108.0,133.0,236.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",79.0,5.0,1605.0,9.1,4.3,13.9,9.1,61.0,199.0,260.0,501.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",48.0,3.0,702.0,7.8,0.6,6.3,3.4,4.0,38.0,42.0,143.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",54.0,45.0,1564.0,12.6,1.0,9.6,5.3,15.0,140.0,155.0,430.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",28.0,3.0,417.0,12.4,0.6,7.1,3.8,2.0,26.0,28.0,118.0,"(-1, 5]",3,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",30.0,6.0,400.0,6.7,0.5,7.3,3.8,2.0,26.0,28.0,111.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,78.0,2154.0,15.0,9.1,24.4,16.9,155.0,440.0,595.0,791.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",29.0,24.0,742.0,9.6,10.4,26.2,18.7,62.0,170.0,232.0,174.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",65.0,65.0,1744.0,8.7,8.4,18.8,13.9,120.0,306.0,426.0,329.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,78.0,1954.0,8.2,7.0,19.5,13.7,110.0,356.0,466.0,330.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,62.0,1207.0,6.3,8.0,19.9,14.2,82.0,223.0,305.0,211.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",51.0,3.0,981.0,7.4,8.9,21.4,15.2,80.0,199.0,279.0,202.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",37.0,5.0,542.0,6.0,4.9,21.8,13.1,25.0,103.0,128.0,91.0,"(11, 17]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",46.0,39.0,1037.0,21.9,16.5,22.9,19.8,142.0,210.0,352.0,471.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",80.0,80.0,2248.0,18.5,13.2,23.2,18.3,260.0,474.0,734.0,923.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,77.0,2178.0,19.8,11.8,22.2,16.9,238.0,446.0,684.0,1096.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",75.0,71.0,2086.0,18.4,12.1,22.9,17.3,242.0,426.0,668.0,946.0,"(-1, 5]",3,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",67.0,64.0,1694.0,21.0,15.1,23.0,19.0,235.0,346.0,581.0,835.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",61.0,34.0,1296.0,20.3,15.7,23.6,19.7,182.0,279.0,461.0,587.0,"(-1, 5]",3,"(5, 8]"
"(191, 203]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",26.0,2.0,313.0,9.0,12.6,18.9,15.7,35.0,51.0,86.0,41.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",61.0,0.0,267.0,11.3,2.1,6.8,4.5,5.0,17.0,22.0,123.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",23.0,15.0,643.0,13.3,0.8,12.0,6.4,5.0,72.0,77.0,302.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",75.0,10.0,1324.0,9.7,1.9,16.8,9.6,21.0,201.0,222.0,390.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",75.0,68.0,2083.0,13.4,1.5,18.0,9.9,28.0,351.0,379.0,872.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",73.0,64.0,1963.0,11.5,2.6,10.3,6.5,45.0,186.0,231.0,801.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",80.0,41.0,1583.0,9.4,2.5,8.6,5.4,38.0,118.0,156.0,470.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,82.0,2587.0,11.2,1.9,9.1,5.4,46.0,209.0,255.0,1043.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",76.0,76.0,2789.0,12.4,2.6,8.6,5.5,70.0,212.0,282.0,1105.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",76.0,75.0,2529.0,12.8,2.3,8.7,5.3,55.0,193.0,248.0,1047.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",58.0,58.0,1986.0,13.4,8.3,23.3,15.8,142.0,404.0,546.0,667.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",48.0,48.0,1233.0,14.1,6.5,20.9,13.9,67.0,230.0,297.0,414.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",42.0,0.0,940.0,9.9,6.1,16.9,11.5,49.0,132.0,181.0,217.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",18.0,11.0,431.0,13.9,8.9,17.1,12.9,34.0,61.0,95.0,129.0,"(11, 17]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(35, 41]",32.0,15.0,633.0,12.2,6.5,18.7,12.5,36.0,98.0,134.0,137.0,"(11, 17]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(35, 41]",11.0,0.0,104.0,10.0,6.7,14.2,10.5,6.0,13.0,19.0,20.0,"(11, 17]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,82.0,3239.0,26.2,3.8,17.9,11.0,105.0,518.0,623.0,2472.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",78.0,78.0,3038.0,23.6,2.3,17.7,10.3,57.0,476.0,533.0,2161.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",66.0,66.0,2546.0,26.2,1.9,20.4,11.8,40.0,487.0,527.0,1850.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,81.0,3119.0,28.3,1.8,20.3,11.8,46.0,594.0,640.0,2280.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,81.0,3122.0,29.8,2.2,18.6,10.8,58.0,540.0,598.0,2593.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",27.0,27.0,913.0,27.6,1.9,18.7,10.4,16.0,162.0,178.0,686.0,"(5, 11]",3,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",72.0,72.0,2578.0,28.2,2.0,21.8,12.4,45.0,544.0,589.0,2029.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",62.0,62.0,2070.0,27.6,2.2,23.6,13.6,39.0,474.0,513.0,1555.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",32.0,0.0,334.0,11.1,12.6,14.5,13.5,38.0,40.0,78.0,95.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",60.0,22.0,1714.0,20.7,14.5,28.6,21.5,227.0,431.0,658.0,842.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",73.0,73.0,2611.0,24.3,13.7,34.2,23.6,330.0,782.0,1112.0,1476.0,"(-1, 5]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",55.0,55.0,2145.0,25.4,11.6,26.4,19.0,226.0,508.0,734.0,1432.0,"(-1, 5]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",18.0,18.0,618.0,17.9,11.5,35.9,23.3,64.0,188.0,252.0,330.0,"(-1, 5]",3,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,77.0,2797.0,26.9,8.5,29.5,18.7,224.0,739.0,963.0,2010.0,"(-1, 5]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",75.0,75.0,2532.0,18.8,6.5,26.3,16.6,142.0,589.0,731.0,1228.0,"(5, 11]",3,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",77.0,77.0,2424.0,19.0,7.0,28.4,17.8,149.0,613.0,762.0,1234.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",60.0,60.0,1885.0,21.1,8.9,29.3,19.5,148.0,518.0,666.0,1142.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",46.0,43.0,1633.0,17.0,2.0,9.7,5.8,29.0,135.0,164.0,946.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,80.0,2603.0,21.4,1.2,10.0,5.6,28.0,230.0,258.0,1876.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",40.0,40.0,1264.0,16.5,1.2,8.6,4.9,13.0,93.0,106.0,682.0,"(-1, 5]",3,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,0.0,2136.0,16.0,1.8,7.4,4.8,31.0,147.0,178.0,1077.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",68.0,68.0,2177.0,16.3,1.7,8.7,5.1,34.0,169.0,203.0,1298.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",39.0,36.0,1302.0,16.7,1.6,11.1,6.2,19.0,123.0,142.0,779.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2015, 2021]","(29, 35]",39.0,12.0,834.0,11.9,1.4,9.8,5.6,10.0,71.0,81.0,415.0,"(5, 11]",2,"(5, 8]"
"(191, 203]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",17.0,0.0,52.0,-4.5,0.0,9.1,4.5,0.0,4.0,4.0,15.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",58.0,1.0,635.0,8.4,13.9,13.4,13.7,80.0,72.0,152.0,154.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",57.0,21.0,1176.0,15.8,9.8,17.1,13.4,103.0,177.0,280.0,453.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",79.0,8.0,1721.0,10.3,6.8,15.5,11.1,107.0,239.0,346.0,721.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",53.0,1.0,578.0,12.5,10.5,15.3,12.8,53.0,75.0,128.0,249.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",79.0,0.0,1235.0,12.5,8.1,17.9,13.1,87.0,201.0,288.0,520.0,"(-1, 5]",2,"(5, 8]"
