height,weight,collage,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury,total_years
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(23, 29]",76.0,29.0,1776.0,13.7,1.9,12.4,7.2,30.0,199.0,229.0,815.0,"(5, 11]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",65.0,15.0,1788.0,13.8,1.7,8.9,5.3,28.0,141.0,169.0,667.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,1.0,1091.0,12.8,1.8,8.1,5.0,16.0,78.0,94.0,405.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",49.0,25.0,1159.0,13.3,2.1,7.9,5.1,21.0,84.0,105.0,474.0,"(-1, 5]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,8.0,1521.0,13.9,2.9,8.4,5.6,38.0,107.0,145.0,543.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",63.0,5.0,1193.0,13.0,1.9,7.4,4.8,19.0,82.0,101.0,414.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",57.0,21.0,1422.0,15.4,1.4,11.2,6.3,18.0,145.0,163.0,570.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",33.0,2.0,656.0,8.6,1.7,9.6,5.6,10.0,56.0,66.0,142.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",62.0,9.0,1012.0,9.3,1.7,8.1,4.8,16.0,73.0,89.0,281.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(23, 29]",21.0,0.0,101.0,8.5,1.1,6.5,3.9,1.0,6.0,7.0,41.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",23.0,0.0,167.0,12.9,0.7,7.1,3.9,1.0,11.0,12.0,70.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",22.0,0.0,108.0,2.9,3.9,8.3,6.0,4.0,8.0,12.0,21.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",18.0,1.0,64.0,2.1,10.5,3.3,6.8,6.0,2.0,8.0,10.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",18.0,2.0,103.0,6.8,4.2,24.0,14.3,4.0,24.0,28.0,34.0,"(-1, 5]",2,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",57.0,1.0,698.0,12.9,1.5,11.2,6.6,9.0,76.0,85.0,283.0,"(-1, 5]",2,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",11.0,0.0,142.0,4.0,0.8,12.2,6.5,1.0,16.0,17.0,54.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",57.0,26.0,1237.0,12.2,2.0,13.9,8.0,23.0,165.0,188.0,468.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,29.0,2469.0,19.0,8.5,13.4,10.9,188.0,280.0,468.0,1343.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,26.0,2008.0,14.8,9.3,10.8,10.0,165.0,182.0,347.0,903.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",41.0,8.0,999.0,18.2,9.4,15.9,12.8,78.0,136.0,214.0,511.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,2.0,1876.0,17.5,10.9,17.3,14.2,180.0,303.0,483.0,874.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",18.0,1.0,233.0,11.2,7.2,20.6,13.8,15.0,42.0,57.0,76.0,"(5, 11]",3,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",70.0,15.0,1192.0,14.9,9.8,15.5,12.8,99.0,169.0,268.0,503.0,"(5, 11]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",36.0,12.0,569.0,22.4,9.1,19.2,14.0,49.0,97.0,146.0,351.0,"(5, 11]",3,"(5, 8]"
"(167, 179]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",15.0,0.0,119.0,8.9,1.0,7.9,4.5,1.0,8.0,9.0,27.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",72.0,35.0,1585.0,12.3,1.9,7.7,4.8,26.0,104.0,130.0,439.0,"(5, 11]",1,"(8, 11]"
"(179, 191]","(83, 95]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",64.0,43.0,1185.0,9.0,2.2,7.9,5.2,20.0,83.0,103.0,310.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,78.0,2673.0,21.3,8.2,29.9,19.4,181.0,693.0,874.0,1519.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,59.0,1882.0,18.8,8.3,26.3,17.6,130.0,435.0,565.0,1033.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",66.0,66.0,1948.0,19.7,6.7,25.3,16.1,114.0,450.0,564.0,991.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",79.0,79.0,2546.0,17.1,7.8,27.2,17.4,175.0,596.0,771.0,1281.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",76.0,76.0,2141.0,14.4,7.4,25.9,16.8,137.0,495.0,632.0,1042.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",71.0,26.0,1692.0,16.4,7.0,25.2,15.7,111.0,371.0,482.0,836.0,"(11, 17]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",75.0,66.0,2279.0,12.9,2.4,18.0,9.8,51.0,343.0,394.0,825.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",49.0,40.0,1590.0,13.1,1.7,13.2,7.3,24.0,176.0,200.0,565.0,"(5, 11]",3,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",54.0,53.0,1537.0,11.7,1.4,13.9,7.5,20.0,188.0,208.0,488.0,"(5, 11]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",67.0,5.0,1689.0,13.3,1.2,13.4,7.4,18.0,202.0,220.0,708.0,"(5, 11]",2,"(5, 8]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,69.0,2634.0,22.2,6.7,13.1,9.9,152.0,302.0,454.0,1943.0,"(5, 11]",1,"(11, 14]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",50.0,50.0,1774.0,21.2,5.2,19.3,12.4,77.0,305.0,382.0,1259.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",55.0,55.0,1876.0,21.1,5.4,15.9,10.6,88.0,256.0,344.0,1245.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",67.0,67.0,2482.0,24.8,6.1,15.9,10.8,134.0,326.0,460.0,1920.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,77.0,2982.0,24.4,5.6,19.4,12.3,145.0,477.0,622.0,2112.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",40.0,40.0,1428.0,21.5,5.7,16.0,10.7,72.0,192.0,264.0,966.0,"(5, 11]",3,"(11, 14]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",72.0,72.0,2530.0,20.3,4.3,19.5,12.0,98.0,458.0,556.0,1573.0,"(11, 17]",2,"(11, 14]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",74.0,74.0,2538.0,17.9,2.6,15.9,9.3,62.0,374.0,436.0,1659.0,"(11, 17]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",74.0,74.0,2783.0,13.7,4.3,14.9,9.5,104.0,357.0,461.0,1206.0,"(5, 11]",1,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",29.0,29.0,867.0,14.2,3.1,12.5,8.0,22.0,96.0,118.0,436.0,"(5, 11]",3,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",63.0,63.0,1871.0,11.7,2.8,12.0,7.3,44.0,186.0,230.0,753.0,"(5, 11]",3,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",78.0,78.0,1879.0,12.4,2.6,11.4,7.1,41.0,182.0,223.0,813.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",34.0,13.0,821.0,12.4,2.2,20.5,11.0,16.0,142.0,158.0,374.0,"(5, 11]",3,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",78.0,21.0,1623.0,9.3,1.4,12.2,6.6,21.0,175.0,196.0,460.0,"(11, 17]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",17.0,1.0,176.0,11.3,3.1,10.4,6.8,5.0,17.0,22.0,63.0,"(11, 17]",2,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",7.0,0.0,38.0,13.3,2.9,15.1,8.9,1.0,5.0,6.0,19.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",18.0,2.0,390.0,9.0,7.1,12.6,9.8,25.0,43.0,68.0,141.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",52.0,1.0,542.0,11.7,4.1,11.8,7.8,20.0,54.0,74.0,209.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",17.0,2.0,391.0,12.8,3.4,13.4,8.4,12.0,46.0,58.0,158.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",41.0,3.0,694.0,9.7,1.7,14.3,8.0,11.0,89.0,100.0,270.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",53.0,6.0,822.0,10.9,1.7,13.0,7.4,12.0,93.0,105.0,314.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",23.0,0.0,198.0,1.6,0.0,11.4,5.5,0.0,20.0,20.0,36.0,"(5, 11]",2,"(5, 8]"
"(167, 179]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",9.0,0.0,116.0,13.0,0.0,8.7,4.2,0.0,9.0,9.0,48.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",12.0,0.0,74.0,5.5,3.1,9.4,6.3,2.0,6.0,8.0,20.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",63.0,57.0,1804.0,13.3,5.7,13.6,9.6,90.0,210.0,300.0,599.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,76.0,2758.0,15.3,3.3,13.2,8.3,79.0,325.0,404.0,1177.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",74.0,74.0,2783.0,15.9,2.9,12.8,8.2,69.0,340.0,409.0,1226.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",66.0,66.0,2186.0,16.3,3.2,13.0,8.1,64.0,259.0,323.0,1037.0,"(-1, 5]",3,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",61.0,51.0,1799.0,16.2,1.8,15.6,8.7,29.0,256.0,285.0,837.0,"(-1, 5]",3,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",34.0,34.0,675.0,7.6,1.0,13.6,7.1,6.0,78.0,84.0,210.0,"(-1, 5]",3,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,41.0,2190.0,15.0,3.6,17.6,11.0,66.0,361.0,427.0,904.0,"(-1, 5]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,64.0,2541.0,12.8,3.0,20.4,11.7,65.0,448.0,513.0,976.0,"(-1, 5]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",64.0,59.0,1669.0,14.9,4.8,20.6,12.8,71.0,308.0,379.0,674.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",82.0,82.0,2312.0,13.2,3.6,16.6,10.1,73.0,343.0,416.0,910.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",75.0,51.0,1870.0,9.5,1.6,16.4,8.9,27.0,266.0,293.0,549.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",70.0,32.0,1200.0,12.9,3.2,18.6,10.9,35.0,199.0,234.0,425.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",74.0,15.0,1398.0,15.6,3.0,19.3,11.4,37.0,253.0,290.0,676.0,"(5, 11]",1,"(11, 14]"
"(179, 191]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",51.0,28.0,893.0,12.4,1.0,7.6,4.3,8.0,60.0,68.0,297.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",59.0,1.0,441.0,7.5,2.0,6.0,4.0,8.0,24.0,32.0,111.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",71.0,39.0,1611.0,7.9,2.1,7.5,4.7,31.0,101.0,132.0,459.0,"(5, 11]",1,"(8, 11]"
"(179, 191]","(83, 95]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",19.0,0.0,171.0,4.7,3.9,8.1,6.0,6.0,12.0,18.0,32.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,16.0,1848.0,16.0,5.2,19.6,12.0,85.0,280.0,365.0,931.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,11.0,1666.0,15.9,3.5,18.8,10.8,50.0,245.0,295.0,840.0,"(-1, 5]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",13.0,0.0,180.0,16.2,5.8,26.8,15.9,9.0,39.0,48.0,91.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,0.0,1092.0,14.0,5.1,20.6,12.7,49.0,192.0,241.0,467.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",20.0,0.0,180.0,12.7,3.5,17.9,10.3,6.0,28.0,34.0,92.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",64.0,1.0,678.0,17.4,4.8,19.3,12.1,30.0,119.0,149.0,403.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",62.0,4.0,665.0,11.9,4.0,21.1,12.5,24.0,128.0,152.0,319.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",74.0,4.0,1488.0,14.1,2.8,14.6,8.5,38.0,182.0,220.0,657.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",78.0,22.0,1738.0,14.2,3.4,15.0,9.2,52.0,229.0,281.0,765.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",58.0,9.0,1298.0,14.9,3.4,16.2,9.7,38.0,179.0,217.0,558.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",23.0,1.0,508.0,12.6,3.3,13.0,8.0,15.0,56.0,71.0,216.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",41.0,8.0,751.0,9.7,2.7,12.5,7.5,19.0,84.0,103.0,274.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",67.0,4.0,1286.0,12.2,2.8,15.1,8.8,33.0,165.0,198.0,457.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",66.0,2.0,929.0,10.7,5.0,12.6,8.8,43.0,107.0,150.0,271.0,"(5, 11]",1,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",18.0,0.0,225.0,12.3,2.9,10.1,6.5,6.0,21.0,27.0,95.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",17.0,0.0,199.0,16.8,12.1,26.7,19.3,23.0,50.0,73.0,87.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",5.0,1.0,52.0,12.3,4.2,16.8,10.5,2.0,8.0,10.0,14.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",76.0,0.0,1695.0,15.8,10.1,22.7,16.4,147.0,336.0,483.0,448.0,"(5, 11]",1,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",45.0,0.0,732.0,19.0,12.2,22.1,17.3,75.0,144.0,219.0,250.0,"(5, 11]",1,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",32.0,1.0,486.0,18.9,11.9,23.3,17.8,48.0,100.0,148.0,168.0,"(5, 11]",1,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",42.0,0.0,624.0,17.4,11.9,21.5,17.0,57.0,115.0,172.0,207.0,"(5, 11]",1,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",72.0,0.0,1396.0,18.5,12.1,21.7,17.1,129.0,250.0,379.0,477.0,"(11, 17]",2,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(35, 41]",60.0,20.0,1132.0,16.1,8.2,23.2,15.9,76.0,223.0,299.0,320.0,"(11, 17]",2,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2015, 2021]","(35, 41]",7.0,1.0,36.0,17.6,9.8,18.3,14.2,3.0,6.0,9.0,13.0,"(11, 17]",2,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1973, 1979]",*,*,*,*,"(2015, 2021]","(35, 41]",12.0,0.0,114.0,11.6,9.0,20.6,15.0,9.0,22.0,31.0,28.0,"(11, 17]",3,"(14, 17]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",14.0,0.0,132.0,3.7,3.3,11.5,7.3,4.0,13.0,17.0,22.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",70.0,70.0,2526.0,25.0,9.9,25.2,17.7,205.0,554.0,759.0,1678.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,77.0,2795.0,19.4,6.4,20.0,13.6,141.0,500.0,641.0,1438.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",57.0,57.0,2007.0,18.9,5.8,20.5,13.5,94.0,358.0,452.0,1025.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",74.0,74.0,2454.0,20.0,7.0,17.6,12.6,131.0,370.0,501.0,1232.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",79.0,79.0,2531.0,19.0,5.1,20.3,13.0,98.0,424.0,522.0,1281.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",44.0,44.0,1556.0,19.8,3.6,20.0,12.0,46.0,264.0,310.0,928.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",53.0,53.0,1778.0,20.2,3.2,21.1,12.4,48.0,342.0,390.0,1010.0,"(11, 17]",3,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",56.0,13.0,862.0,16.8,4.5,11.9,8.1,34.0,85.0,119.0,486.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",41.0,0.0,265.0,17.6,3.1,10.1,6.8,7.0,25.0,32.0,153.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",50.0,12.0,828.0,7.4,3.1,11.7,7.4,23.0,88.0,111.0,309.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",24.0,1.0,156.0,5.4,0.7,6.5,3.7,1.0,9.0,10.0,50.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",67.0,38.0,1730.0,11.5,2.9,10.7,6.6,45.0,153.0,198.0,657.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",44.0,12.0,884.0,11.5,0.9,11.0,5.8,7.0,81.0,88.0,323.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,0.0,63.0,8.3,0.0,8.7,4.4,0.0,5.0,5.0,17.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",49.0,8.0,1016.0,12.2,1.8,11.5,6.6,16.0,103.0,119.0,339.0,"(-1, 5]",1,"(5, 8]"
